From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Names
Q9Y5P4,Q9Y5P4,reviewed,CERT_HUMAN,Ceramide transfer protein (hCERT) (Collagen type IV alpha-3-binding protein) (Goodpasture antigen-binding protein) (GPBP) (START domain-containing protein 11) (StARD11) (StAR-related lipid transfer protein 11),CERT1 CERT COL4A3BP STARD11,Homo sapiens (Human),624,CERT1
Q93112,Q93112,reviewed,GST1C_ANOGA,"Glutathione S-transferase 1, isoform C (EC 2.5.1.18) (EC 4.5.1.1) (AgGst1-alpha) (Aggst1-5) (DDT-dehydrochlorinase) (GST class-theta)",GstD1 GST1a AGAP004164,Anopheles gambiae (African malaria mosquito),209,GstD1
P32396,P32396,reviewed,CPFC_BACSU,Coproporphyrin III ferrochelatase (EC 4.99.1.9) (Water-soluble ferrochelatase),cpfC hemF hemH BSU10130,Bacillus subtilis (strain 168),310,cpfC
TNR1B_HUMAN,P20333,reviewed,TNR1B_HUMAN,"Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept) [Cleaved into: Tumor necrosis factor receptor superfamily member 1b, membrane form; Tumor necrosis factor-binding protein 2 (TBP-2) (TBPII)]",TNFRSF1B TNFBR TNFR2,Homo sapiens (Human),461,TNFRSF1B
Q06389,Q06389,reviewed,NCS1_YEAST,Calcium-binding protein NCS-1,FRQ1 NCS1 YDR373W D9481.6,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),190,FRQ1
P12337,P12337,reviewed,EST1_RABIT,Liver carboxylesterase 1 (EC 3.1.1.1) (Acyl-coenzyme A:cholesterol acyltransferase),,Oryctolagus cuniculus (Rabbit),565,
Q06265,Q06265,reviewed,EXOS9_HUMAN,Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75),EXOSC9 PMSCL1,Homo sapiens (Human),439,EXOSC9
Q57991,Q57991,reviewed,AK_METJA,Probable aspartokinase (EC 2.7.2.4) (Aspartate kinase),MJ0571,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),473,MJ0571
A0KF84,A0KF84,reviewed,HUTI_AERHH,Imidazolonepropionase (EC 3.5.2.7) (Imidazolone-5-propionate hydrolase),hutI AHA_0377,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),411,hutI
Q8SR66,Q8SR66,reviewed,MCES_ENCCU,mRNA cap guanine-N(7) methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase),ABD1 ECU10_0380,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),283,ABD1
P78347,P78347,reviewed,GTF2I_HUMAN,General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135) (SRF-Phox1-interacting protein) (SPIN) (Williams-Beuren syndrome chromosomal region 6 protein),GTF2I BAP135 WBSCR6,Homo sapiens (Human),998,GTF2I
P07773,P07773,reviewed,CATA_ACIAD,"Catechol 1,2-dioxygenase (EC 1.13.11.1) (1,2-CTD)",catA ACIAD1442,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),311,catA
P34945,P34945,reviewed,SYS_THET2,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase),serS TT_C0520,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),421,serS
Q9X0Q1,Q9X0Q1,unreviewed,Q9X0Q1_THEMA,3-oxoacyl-(Acyl carrier protein) reductase,TM_1169,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),237,TM_1169
Q9X5F2,Q9X5F2,reviewed,DXR_ZYMMO,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),dxr ZMO1150,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4),388,dxr
Q5SID2,Q5SID2,reviewed,TRMFO_THET8,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase),trmFO TTHA1442,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),443,trmFO
Q13596,Q13596,reviewed,SNX1_HUMAN,Sorting nexin-1,SNX1,Homo sapiens (Human),522,SNX1
P40233,P40233,reviewed,CKI1_SCHPO,Casein kinase I homolog 1 (EC 2.7.11.1),cki1 SPBC1347.06c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),446,cki1
Q8IV48,Q8IV48,reviewed,ERI1_HUMAN,3'-5' exoribonuclease 1 (EC 3.1.-.-) (3'-5' exonuclease ERI1) (Eri-1 homolog) (Histone mRNA 3'-end-specific exoribonuclease) (Histone mRNA 3'-exonuclease 1) (Protein 3'hExo) (HEXO),ERI1 3'EXO THEX1,Homo sapiens (Human),349,ERI1
O43639,O43639,reviewed,NCK2_HUMAN,Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta),NCK2 GRB4,Homo sapiens (Human),380,NCK2
YBOX1_HUMAN,P67809,reviewed,YBOX1_HUMAN,Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor),YBX1 NSEP1 YB1,Homo sapiens (Human),324,YBX1
P04253,P04253,reviewed,HCY2_LIMPO,Hemocyanin II,,Limulus polyphemus (Atlantic horseshoe crab),628,
P14434,P14434,reviewed,HA2B_MOUSE,"H-2 class II histocompatibility antigen, A-B alpha chain (IAalpha)",H2-Aa,Mus musculus (Mouse),256,H2-Aa
P0A8I1,P0A8I1,reviewed,YQGF_ECOLI,Putative pre-16S rRNA nuclease (EC 3.1.-.-),yqgF ruvX b2949 JW2916,Escherichia coli (strain K12),138,yqgF
P01863,P01863,reviewed,GCAA_MOUSE,"Ig gamma-2A chain C region, A allele (Immunoglobulin heavy chain gamma polypeptide)",Ighg,Mus musculus (Mouse),330,Ighg
P39669,P39669,reviewed,GLGC_RHIRD,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase),glgC,Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter),420,glgC
O34974,O34974,reviewed,CMOJ_BACSU,N-acetyl-S-alkylcysteine sulfoxide monooxygenase (EC 1.14.14.-) (N-acetyl-S-alkylcysteine sulfoxide lyase),cmoJ moxC ytnJ BSU29310,Bacillus subtilis (strain 168),442,cmoJ
Q38814,Q38814,reviewed,THI4_ARATH,"Thiamine thiazole synthase, chloroplastic (EC 2.4.2.60) (Thiazole biosynthetic enzyme)",THI1 ARA6 THI4 At5g54770 MBG8.3,Arabidopsis thaliana (Mouse-ear cress),349,THI1
P30626,P30626,reviewed,SORCN_HUMAN,Sorcin (22 kDa protein) (CP-22) (CP22) (V19),SRI,Homo sapiens (Human),198,SRI
Q12380,Q12380,reviewed,ATG5_YEAST,Autophagy protein 5,ATG5 APG5 YPL149W P2601,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),294,ATG5
P27443,P27443,reviewed,MAOM_ASCSU,"NAD-dependent malic enzyme, mitochondrial (NAD-ME) (EC 1.1.1.38)",,Ascaris suum (Pig roundworm) (Ascaris lumbricoides),643,
P80404,P80404,reviewed,GABT_HUMAN,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)",ABAT GABAT,Homo sapiens (Human),500,ABAT
P00523,P00523,reviewed,SRC_CHICK,Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src),SRC,Gallus gallus (Chicken),533,SRC
Q8R4K2,Q8R4K2,reviewed,IRAK4_MOUSE,Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1),Irak4,Mus musculus (Mouse),459,Irak4
O59128,O59128,reviewed,Y1459_PYRHO,Putative sugar kinase PH1459 (EC 2.7.1.-),PH1459 PHCC008,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),310,PH1459
P45700,P45700,reviewed,MA1A1_MOUSE,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA (EC 3.2.1.113) (Man(9)-alpha-mannosidase) (Man9-mannosidase) (Mannosidase alpha class 1A member 1) (Processing alpha-1,2-mannosidase IA) (Alpha-1,2-mannosidase IA)",Man1a1 Man1a,Mus musculus (Mouse),655,Man1a1
O00105,O00105,reviewed,IPUA_ASPNG,Isopullulanase (EC 3.2.1.57),ipuA,Aspergillus niger,564,ipuA
Q9HTD9,Q9HTD9,unreviewed,Q9HTD9_PSEAE,alcohol dehydrogenase (EC 1.1.1.1),adhA PA5427,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),342,adhA
P03277,P03277,reviewed,CAPSH_ADE02,Hexon protein (CP-H) (Protein II),L3,Human adenovirus C serotype 2 (HAdV-2) (Human adenovirus 2),968,L3
Q03164,Q03164,reviewed,KMT2A_HUMAN,Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.364) (ALL-1) (CXXC-type zinc finger protein 7) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)],KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1,Homo sapiens (Human),3969,KMT2A
P07338,P07338,reviewed,CTRB1_RAT,Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C],Ctrb1 Ctrb,Rattus norvegicus (Rat),263,Ctrb1
Q09596,Q09596,reviewed,GST5_CAEEL,Probable glutathione S-transferase 5 (EC 2.5.1.18) (GST class-sigma),gst-5 R03D7.6,Caenorhabditis elegans,207,gst-5
P80242,P80242,reviewed,OHRB_BACSU,Organic hydroperoxide resistance protein OhrB (General stress protein 17o) (Gsp17o),ohrB ykzA yzzE BSU13160,Bacillus subtilis (strain 168),136,ohrB
P04224,P04224,reviewed,HA22_MOUSE,"H-2 class II histocompatibility antigen, E-K alpha chain",,Mus musculus (Mouse),255,
P80041,P80041,reviewed,DDC_PIG,Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC),DDC,Sus scrofa (Pig),486,DDC
Q9A6Q5,Q9A6Q5,reviewed,THIC_CAUVC,Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC),thiC CC_2029,Caulobacter vibrioides (strain ATCC 19089 / CIP 103742 / CB 15) (Caulobacter crescentus),612,thiC
Q09161,Q09161,reviewed,NCBP1_HUMAN,Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit),NCBP1 CBP80 NCBP,Homo sapiens (Human),790,NCBP1
P61432,P61432,reviewed,MURB_STAAW,UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase),murB MW0700,Staphylococcus aureus (strain MW2),307,murB
Q26239,Q26239,reviewed,NP1_RHOPR,Nitrophorin-1 (NP1),,Rhodnius prolixus (Triatomid bug),207,
Q9Q6Q5,Q9Q6Q5,reviewed,RDRP_IBDV,RNA-directed RNA polymerase (RDRP) (EC 2.7.7.48) (Protein VP1),VP1,Avian infectious bursal disease virus (IBDV) (Gumboro disease virus),881,VP1
P33247,P33247,reviewed,SQHC_ALIAD,Squalene--hopene cyclase (SHC) (EC 5.4.99.17) (Squalene--hopanol cyclase) (EC 4.2.1.129),shc Aaci_2443,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA) (Bacillus acidocaldarius),631,shc
O28869,O28869,reviewed,Y1403_ARCFU,Uncharacterized protein AF_1403,AF_1403,Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16),219,AF_1403
P07061,P07061,reviewed,NYLB_PAEUR,6-aminohexanoate-dimer hydrolase (EC 3.5.1.46) (6-aminohexanoic acid linear oligomer hydrolase) (Nylon oligomers-degrading enzyme EII),nylB,Paenarthrobacter ureafaciens,392,nylB
P37580,P37580,reviewed,FHUD_BACSU,Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding protein) (Iron(III)-hydroxamate-binding protein FhuD),fhuD BSU33320,Bacillus subtilis (strain 168),315,fhuD
Q1LK00,Q1LK00,reviewed,T23O_CUPMC,"Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)",kynA Rmet_2651,Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans),299,kynA
P84124,P84124,unreviewed,P84124_THETH,Osmotically inducible protein C,tthHB8IM,Thermus thermophilus,142,tthHB8IM
Q709F0,Q709F0,reviewed,ACD11_HUMAN,Acyl-CoA dehydrogenase family member 11 (ACAD-11) (EC 1.3.8.-),ACAD11,Homo sapiens (Human),780,ACAD11
P22106,P22106,reviewed,ASNB_ECOLI,Asparagine synthetase B [glutamine-hydrolyzing] (AS-B) (EC 6.3.5.4),asnB b0674 JW0660,Escherichia coli (strain K12),554,asnB
Q57849,Q57849,reviewed,NK_METJA,Nucleoside kinase (NK) (ATP-dependent nucleoside monophosphokinase) (Cytidine kinase) (EC 2.7.1.213) (Guanosine-inosine kinase) (EC 2.7.1.73),MJ0406,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii),302,MJ0406
Q9NQR1,Q9NQR1,reviewed,KMT5A_HUMAN,N-lysine methyltransferase KMT5A (EC 2.1.1.-) (H4-K20-HMTase KMT5A) (Histone-lysine N-methyltransferase KMT5A) (EC 2.1.1.361) (Lysine N-methyltransferase 5A) (Lysine-specific methylase 5A) (PR/SET domain-containing protein 07) (PR-Set7) (PR/SET07) (SET domain-containing protein 8),KMT5A PRSET7 SET07 SET8 SETD8,Homo sapiens (Human),393,KMT5A
P09186,P09186,reviewed,LOX3_SOYBN,Seed linoleate 9S-lipoxygenase-3 (EC 1.13.11.58) (Lipoxygenase-3) (L-3),LOX1.3 LOX3,Glycine max (Soybean) (Glycine hispida),857,LOX1.3
P0ABZ6,P0ABZ6,reviewed,SURA_ECOLI,Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA) (Survival protein A),surA b0053 JW0052,Escherichia coli (strain K12),428,surA
Q9PNC0,Q9PNC0,reviewed,SYR_CAMJE,Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS),argS Cj1175c,Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168),530,argS
P26811,P26811,reviewed,DPOL1_SACS2,DNA polymerase 1 (EC 2.7.7.7) (DNA polymerase I) (Pol B1),dpo1 polS SSO0552,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),882,dpo1
AMYB_SOYBN,P10538,reviewed,AMYB_SOYBN,"Beta-amylase (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase)",BMY1,Glycine max (Soybean) (Glycine hispida),496,BMY1
Q53SF7,Q53SF7,reviewed,COBL1_HUMAN,Cordon-bleu protein-like 1,COBLL1 KIAA0977,Homo sapiens (Human),1128,COBLL1
Q6P6M7,Q6P6M7,reviewed,SPCS_MOUSE,O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS) (UGA suppressor tRNA-associated protein),Sepsecs D5Ertd135e,Mus musculus (Mouse),504,Sepsecs
P39119,P39119,reviewed,CISY_BACSU,Citrate synthase 1 (EC 2.3.3.16) (Citrate synthase I),citA BSU09440,Bacillus subtilis (strain 168),366,citA
Q10801,P9WG62,reviewed,DIPZ_MYCTO,Protein DipZ,dipZ MT2942,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),695,dipZ
Q10801,P9WG63,reviewed,DIPZ_MYCTU,Protein DipZ,dipZ Rv2874 MTCY274.05,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),695,dipZ
P00641,P00641,reviewed,ENDO_BPT7,Endonuclease I (EC 3.1.21.2) (Gene product 3) (Gp3) (Junction-resolving enzyme gp3),3,Escherichia phage T7 (Bacteriophage T7),149,3
P32989,P32989,reviewed,TOP1_VAR67,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),OPG111 TOP1 H6R I6R,Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus),314,OPG111
Q02206,Q02206,reviewed,RSC4_YEAST,Chromatin structure-remodeling complex subunit RSC4 (RSC complex subunit RSC4) (Remodel the structure of chromatin complex subunit 4),RSC4 YKR008W YK107,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),625,RSC4
P17576,P17576,reviewed,CARP_IRPLA,Polyporopepsin (EC 3.4.23.29) (Aspartic proteinase),,Irpex lacteus (Milk-white toothed polypore) (Polyporus tulipiferae),340,
Q13231,Q13231,reviewed,CHIT1_HUMAN,Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1),CHIT1,Homo sapiens (Human),466,CHIT1
P08854,P08854,reviewed,MOP2_CLOPA,Molybdenum-pterin-binding protein 2 (Molybdenum-pterin-binding protein II),mopII,Clostridium pasteurianum,68,mopII
Q9X287,Q9X287,reviewed,FTHS_THEMA,Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS),fhs TM_1766,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),542,fhs
P50851,P50851,reviewed,LRBA_HUMAN,Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein) (CDC4-like protein),LRBA BGL CDC4L LBA,Homo sapiens (Human),2863,LRBA
P50431,P50431,reviewed,GLYC_MOUSE,"Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)",Shmt1 Shmt,Mus musculus (Mouse),478,Shmt1
P0ACC1,P0ACC1,reviewed,PRMC_ECOLI,Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (M.EcoKHemKP) (N5-glutamine methyltransferase PrmC) (Protein release factor methylation C) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC),prmC hemK b1212 JW1203,Escherichia coli (strain K12),277,prmC
P31434,P31434,reviewed,XYLS_ECOLI,Alpha-xylosidase (EC 3.2.1.177),yicI b3656 JW3631,Escherichia coli (strain K12),772,yicI
P0AFL8,P0AFL8,reviewed,PPX_ECO57,Exopolyphosphatase (ExopolyPase) (EC 3.6.1.11),ppx Z3765 ECs3364,Escherichia coli O157:H7,513,ppx
P43099,P43099,reviewed,DCOR_LACS3,Inducible ornithine decarboxylase (ODC) (EC 4.1.1.17),odcI,Lactobacillus sp. (strain 30a),731,odcI
Q62765,Q62765,reviewed,NLGN1_RAT,Neuroligin-1 (Neuroligin I),Nlgn1,Rattus norvegicus (Rat),843,Nlgn1
P05020,P05020,reviewed,PYRC_ECOLI,Dihydroorotase (DHOase) (EC 3.5.2.3),pyrC b1062 JW1049,Escherichia coli (strain K12),348,pyrC
Q92922,Q92922,reviewed,SMRC1_HUMAN,SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (BAF155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1),SMARCC1 BAF155,Homo sapiens (Human),1105,SMARCC1
O67505,O67505,reviewed,FABI_AQUAE,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase),fabI aq_1552,Aquifex aeolicus (strain VF5),270,fabI
Q7SXA9,Q7SXA9,reviewed,MUS81_DANRE,Crossover junction endonuclease MUS81 (EC 3.1.22.-),mus81,Danio rerio (Zebrafish) (Brachydanio rerio),604,mus81
GALE_HUMAN,Q14376,reviewed,GALE_HUMAN,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-N-acetylgalactosamine 4-epimerase) (UDP-GalNAc 4-epimerase) (UDP-N-acetylglucosamine 4-epimerase) (UDP-GlcNAc 4-epimerase) (EC 5.1.3.7) (UDP-galactose 4-epimerase),GALE,Homo sapiens (Human),348,GALE
P37700,P37700,reviewed,GUNG_RUMCH,"Endoglucanase G (EC 3.2.1.4) (Cellulase G) (EGCCG) (Endo-1,4-beta-glucanase G)",celCCG Ccel_0731,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),725,celCCG
O57802,O57802,reviewed,REG2_PYRHO,Uncharacterized HTH-type transcriptional regulator PH0061,PH0061,Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3),148,PH0061
Q08971,Q08971,reviewed,YP225_YEAST,Protein PBDC1 homolog,YPL225W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),146,YPL225W
Q9X0D3,Q9X0D3,reviewed,HISZ_THEMA,ATP phosphoribosyltransferase regulatory subunit,hisZ TM_1043,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),275,hisZ
P13319,P13319,reviewed,RNH_BPT4,Ribonuclease H (RNase H) (EC 3.1.26.4),rnh 33.2 das,Enterobacteria phage T4 (Bacteriophage T4),305,rnh
Q57265,Q57265,unreviewed,Q57265_NEIME,Capsule biosynthesis protein (Polyhydroxyalkanoate biosynthesis repressor PhaR) (SiaC),synC siaC A6J53_03590 DE8555_0059 NCTC8554_01562,Neisseria meningitidis,349,synC
Q6D820,Q6D820,reviewed,QUEC_PECAS,7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC),queC ECA1155,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica),231,queC
P15925,P15925,reviewed,FPGS_LACCA,Folylpolyglutamate synthase (FPGS) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (Tetrahydrofolylpolyglutamate synthase),fpgS,Lacticaseibacillus casei (Lactobacillus casei),428,fpgS
P28583,P28583,reviewed,CDPK_SOYBN,Calcium-dependent protein kinase SK5 (CDPK) (EC 2.7.11.1),,Glycine max (Soybean) (Glycine hispida),508,
P06855,P06855,reviewed,KIPN_BPT4,Polynucleotide kinase (PNK) (EC 2.7.1.78) (Deoxynucleotide 3'-phosphatase) (EC 3.1.3.34) (Polynucleotide 5'-hydroxyl-kinase),pseT,Enterobacteria phage T4 (Bacteriophage T4),301,pseT
Q19905,Q19905,reviewed,UGDH_CAEEL,UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22) (Squashed vulva protein 4),sqv-4 F29F11.1,Caenorhabditis elegans,481,sqv-4
HG2A_HUMAN,P04233,reviewed,HG2A_HUMAN,HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain) (Ii) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide (CLIP)],CD74 DHLAG,Homo sapiens (Human),296,CD74
STK16_HUMAN,O75716,reviewed,STK16_HUMAN,Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2) (hPSK),STK16 MPSK1 PKL12 TSF1,Homo sapiens (Human),305,STK16
Q9KH06,Q9KH06,reviewed,SSB_THEAQ,Single-stranded DNA-binding protein (SSB),ssb,Thermus aquaticus,264,ssb
Q01292,Q01292,reviewed,ILV5_SPIOL,"Ketol-acid reductoisomerase, chloroplastic (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)",AHRI,Spinacia oleracea (Spinach),595,AHRI
O87948,O87948,reviewed,TORA_SHEMA,Trimethylamine-N-oxide reductase (TMAO reductase) (Trimethylamine oxidase) (EC 1.7.2.3),torA,Shewanella massilia,829,torA
P39758,P39758,reviewed,ABH_BACSU,Putative transition state regulator Abh,abh ylxT yzaA BSU14480,Bacillus subtilis (strain 168),92,abh
P60240,P60240,reviewed,RAPA_ECOLI,RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA),rapA hepA yabA b0059 JW0058,Escherichia coli (strain K12),968,rapA
Q04152,Q04152,reviewed,ROS_RHIRD,Transcriptional regulatory protein ros,ros,Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter),142,ros
Q9X1F8,Q9X1F8,reviewed,DER_THEMA,GTPase Der (TmDer) (GTP-binding protein EngA),der engA TM_1446,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),439,der
P53603,P53603,reviewed,FTCD_PIG,Formimidoyltransferase-cyclodeaminase (Formiminotransferase-cyclodeaminase) (FTCD) [Includes: Glutamate formimidoyltransferase (EC 2.1.2.5) (Glutamate formiminotransferase) (Glutamate formyltransferase); Formimidoyltetrahydrofolate cyclodeaminase (EC 4.3.1.4) (Formiminotetrahydrofolate cyclodeaminase)],FTCD,Sus scrofa (Pig),541,FTCD
